date,season,holiday,working_day,weather,temperature_c,feels_like_c,humidity_pct,windspeed_kph,rentals
2012-01-13,spring,no,yes,clear,11.2,12.5,50.7,25.3,3214
2012-01-14,spring,no,no,clear,7.4,9.2,45.8,12.5,2493
2012-01-15,spring,no,no,clear,6.8,8.1,41.9,16.8,2311
2012-01-16,spring,yes,no,clear,7.8,9.5,52.2,15.5,2298
2012-01-17,spring,no,yes,misty,15.3,18.2,71.6,23.4,2935
2012-01-18,spring,no,yes,clear,12.4,13.8,44.3,27.8,3376
2012-01-19,spring,no,yes,clear,7.8,9.5,49.8,14.8,3292
2012-01-20,spring,no,yes,misty,8.9,11.0,45.0,13.6,3163
2012-01-21,spring,no,no,misty,7.1,8.7,83.1,14.9,1301
2012-01-22,spring,no,no,misty,6.7,8.1,79.6,13.4,1977
2012-01-23,spring,no,yes,misty,9.0,12.2,91.1,7.4,2432
2012-01-24,spring,no,yes,clear,14.0,17.5,83.6,8.3,4339
2012-01-25,spring,no,yes,clear,12.1,14.7,64.4,10.8,4270
2012-01-26,spring,no,yes,misty,14.0,17.8,77.0,4.9,4075
2012-01-27,spring,no,yes,misty,17.4,20.8,74.1,23.0,3456
2012-01-28,spring,no,no,clear,12.9,16.3,54.3,14.1,4023
2012-01-29,spring,no,no,clear,11.6,13.6,31.1,16.1,3243
2012-01-30,spring,no,yes,clear,11.0,13.1,40.1,14.5,3624
2012-01-31,spring,no,yes,clear,16.0,19.1,41.7,17.5,4509
2012-02-01,spring,no,yes,clear,19.2,23.3,50.8,12.7,4579
2012-02-02,spring,no,yes,misty,16.4,19.9,67.3,12.5,3761
2012-02-03,spring,no,yes,clear,12.8,15.5,52.7,12.0,4151
2012-02-04,spring,no,no,misty,10.8,13.6,78.0,8.2,2832
2012-02-05,spring,no,no,misty,10.9,13.2,68.8,11.8,2947
2012-02-06,spring,no,yes,clear,11.6,14.8,62.2,10.3,3784
2012-02-07,spring,no,yes,clear,14.5,18.1,49.6,9.9,4375
2012-02-08,spring,no,yes,misty,10.5,13.3,72.3,9.0,2802
2012-02-09,spring,no,yes,clear,10.9,13.1,56.2,13.0,3830
2012-02-10,spring,no,yes,misty,11.5,14.7,54.0,7.8,3831
2012-02-11,spring,no,no,light rain or snow,9.2,10.5,73.1,19.4,2169
2012-02-12,spring,no,no,clear,5.2,5.1,46.5,27.4,1529
2012-02-13,spring,no,yes,clear,9.1,11.4,41.1,11.2,3422
2012-02-14,spring,no,yes,misty,13.1,16.7,50.9,9.5,3922
2012-02-15,spring,no,yes,clear,14.3,17.6,53.1,12.2,4169
2012-02-16,spring,no,yes,misty,13.0,16.5,75.3,6.1,3005
2012-02-17,spring,no,yes,clear,14.1,17.6,63.5,13.8,4154
2012-02-18,spring,no,no,clear,14.2,17.8,53.5,12.8,4318
2012-02-19,spring,no,no,misty,11.5,13.3,51.6,17.0,2689
2012-02-20,spring,yes,no,clear,11.5,13.7,50.8,15.3,3129
2012-02-21,spring,no,yes,clear,11.8,14.8,59.4,13.8,3777
2012-02-22,spring,no,yes,clear,16.2,19.6,56.8,15.7,4773
2012-02-23,spring,no,yes,clear,18.6,22.2,55.5,12.8,5062
2012-02-24,spring,no,yes,misty,16.7,20.5,73.8,15.9,3487
2012-02-25,spring,no,no,clear,11.9,12.8,39.6,28.3,2732
2012-02-26,spring,no,no,clear,11.4,13.4,41.0,13.8,3389
2012-02-27,spring,no,yes,clear,15.0,17.9,49.1,18.0,4322
2012-02-28,spring,no,yes,clear,14.7,17.7,39.6,13.0,4363
2012-02-29,spring,no,yes,misty,14.1,17.4,80.5,12.0,1834
2012-03-01,spring,no,yes,clear,19.9,23.8,61.5,15.2,4990
2012-03-02,spring,no,yes,misty,14.5,18.0,65.7,9.7,3194
2012-03-03,spring,no,no,misty,17.0,20.7,62.1,10.8,4066
2012-03-04,spring,no,no,clear,13.4,15.2,40.3,22.4,3423
2012-03-05,spring,no,yes,clear,10.0,12.1,50.6,15.3,3333
2012-03-06,spring,no,yes,clear,10.6,12.8,45.7,13.5,3956
2012-03-07,spring,no,yes,clear,16.6,19.3,51.3,23.2,4916
2012-03-08,spring,no,yes,clear,21.6,26.2,56.8,29.6,5382
2012-03-09,spring,no,yes,misty,16.8,19.9,40.7,27.8,4569
2012-03-10,spring,no,no,clear,11.8,13.9,35.0,15.1,4118
2012-03-11,spring,no,no,clear,14.8,18.0,47.7,14.9,4911
2012-03-12,spring,no,yes,clear,19.1,23.0,48.9,13.9,5298
2012-03-13,spring,no,yes,clear,23.2,27.1,61.8,15.9,5847
2012-03-14,spring,no,yes,clear,23.5,27.4,50.7,7.7,6312
2012-03-15,spring,no,yes,clear,22.9,26.6,58.0,10.0,6192
2012-03-16,spring,no,yes,misty,17.9,21.8,84.2,7.6,4378
2012-03-17,spring,no,no,misty,21.1,25.3,75.6,7.4,7836
2012-03-18,spring,no,no,misty,19.4,23.2,81.0,8.5,5892
2012-03-19,spring,no,yes,clear,22.3,26.6,72.9,10.9,6153
2012-03-20,spring,no,yes,clear,23.0,26.9,80.8,8.1,6093
2012-03-21,summer,no,yes,misty,21.8,25.7,82.1,6.0,6230
2012-03-22,summer,no,yes,clear,22.7,26.6,83.1,7.9,6871
2012-03-23,summer,no,yes,misty,24.7,28.5,69.4,7.8,8362
2012-03-24,summer,no,no,misty,20.6,24.3,88.5,12.9,3372
2012-03-25,summer,no,no,misty,17.9,21.9,88.1,14.8,4996
2012-03-26,summer,no,yes,clear,18.3,21.9,47.8,25.9,5558
2012-03-27,summer,no,yes,clear,13.3,15.8,29.0,12.5,5102
2012-03-28,summer,no,yes,clear,19.9,23.5,48.1,19.5,5698
2012-03-29,summer,no,yes,clear,20.3,24.1,43.9,21.4,6133
2012-03-30,summer,no,yes,misty,15.2,18.8,58.1,9.3,5459
2012-03-31,summer,no,no,misty,17.4,21.1,73.8,16.8,6235
2012-04-01,summer,no,no,misty,17.5,20.9,67.6,11.5,6041
2012-04-02,summer,no,yes,clear,17.8,21.4,50.4,20.9,5936
2012-04-03,summer,no,yes,clear,19.1,23.1,39.7,6.7,6772
2012-04-04,summer,no,yes,clear,22.2,26.7,47.0,12.1,6436
2012-04-05,summer,no,yes,clear,17.8,21.6,37.4,14.7,6457
2012-04-06,summer,no,yes,clear,16.5,19.5,37.7,20.1,6460
2012-04-07,summer,no,no,clear,17.9,21.3,25.4,18.4,6857
2012-04-08,summer,no,no,clear,20.5,24.6,27.6,15.6,5169
2012-04-09,summer,no,yes,clear,20.1,23.8,31.8,24.0,5585
2012-04-10,summer,no,yes,clear,18.3,21.8,43.5,16.7,5918
2012-04-11,summer,no,yes,clear,14.3,16.9,47.0,19.8,4862
2012-04-12,summer,no,yes,clear,16.3,19.4,46.6,19.5,5409
2012-04-13,summer,no,yes,clear,18.1,21.6,40.8,10.4,6398
2012-04-14,summer,no,no,clear,20.3,24.4,50.3,12.8,7460
2012-04-15,summer,no,no,clear,24.9,28.7,50.8,15.1,7132
2012-04-16,summer,yes,no,clear,27.2,30.7,56.2,19.1,6370
2012-04-17,summer,no,yes,clear,24.9,29.9,39.0,18.3,6691
2012-04-18,summer,no,yes,misty,19.0,22.9,56.9,11.3,4367
2012-04-19,summer,no,yes,clear,20.4,24.7,61.3,4.4,6565
2012-04-20,summer,no,yes,clear,21.6,25.8,69.5,10.0,7290
2012-04-21,summer,no,no,clear,23.4,27.1,68.3,19.0,6624
2012-04-22,summer,no,no,light rain or snow,16.3,19.5,83.5,23.1,1027
2012-04-23,summer,no,yes,misty,13.2,15.1,76.7,20.3,3214
2012-04-24,summer,no,yes,clear,16.9,20.3,45.4,16.7,5633
2012-04-25,summer,no,yes,clear,19.5,23.5,42.8,8.0,6196
2012-04-26,summer,no,yes,misty,20.4,24.2,75.7,11.8,5026
2012-04-27,summer,no,yes,clear,18.8,22.6,40.1,23.3,6233
2012-04-28,summer,no,no,misty,15.4,18.9,49.0,8.7,4220
2012-04-29,summer,no,no,clear,18.8,22.5,58.7,7.8,6304
2012-04-30,summer,no,yes,misty,19.0,22.9,57.0,11.5,5572
2012-05-01,summer,no,yes,misty,25.1,28.9,66.0,10.5,5740
2012-05-02,summer,no,yes,clear,23.1,26.9,79.7,9.2,6169
2012-05-03,summer,no,yes,misty,23.0,26.9,76.8,9.0,6421
2012-05-04,summer,no,yes,clear,25.7,29.5,73.5,10.9,6296
2012-05-05,summer,no,no,misty,25.5,29.2,75.7,10.3,6883
2012-05-06,summer,no,no,misty,23.1,27.3,74.0,10.0,6359
2012-05-07,summer,no,yes,misty,22.0,26.4,66.4,15.5,6273
2012-05-08,summer,no,yes,misty,23.8,27.9,68.6,19.8,5728
2012-05-09,summer,no,yes,misty,23.6,27.7,74.4,14.5,4717
2012-05-10,summer,no,yes,clear,20.7,24.6,55.2,21.0,6572
2012-05-11,summer,no,yes,clear,21.9,26.0,36.0,15.9,7030
2012-05-12,summer,no,no,clear,23.1,27.2,48.0,8.2,7429
2012-05-13,summer,no,no,clear,25.1,29.3,57.6,15.1,6118
2012-05-14,summer,no,yes,misty,23.5,27.5,79.0,14.3,2843
2012-05-15,summer,no,yes,misty,25.1,28.8,79.5,9.9,5115
2012-05-16,summer,no,yes,clear,26.1,29.8,69.8,8.2,7424
2012-05-17,summer,no,yes,clear,24.3,28.6,52.0,15.4,7384
2012-05-18,summer,no,yes,clear,23.1,27.6,52.3,9.2,7639
2012-05-19,summer,no,no,clear,24.6,28.3,45.6,5.6,8294
2012-05-20,summer,no,no,clear,25.5,29.2,53.0,17.0,7129
2012-05-21,summer,no,yes,misty,24.5,28.3,81.1,15.6,4359
2012-05-22,summer,no,yes,misty,25.2,29.0,76.6,7.9,6073
2012-05-23,summer,no,yes,misty,25.5,29.2,77.5,6.8,5260
2012-05-24,summer,no,yes,clear,26.9,30.3,71.7,11.6,6770
2012-05-25,summer,no,yes,clear,27.9,31.4,74.7,9.4,6734
2012-05-26,summer,no,no,clear,28.4,32.1,73.2,13.3,6536
2012-05-27,summer,no,no,clear,28.3,32.1,69.7,14.4,6591
2012-05-28,summer,yes,no,clear,29.2,34.0,67.6,13.2,6043
2012-05-29,summer,no,yes,clear,29.6,33.6,68.5,19.8,5743
2012-05-30,summer,no,yes,misty,26.9,30.6,67.0,9.0,6855
2012-05-31,summer,no,yes,clear,27.9,31.6,49.3,13.1,7338
2012-06-01,summer,no,yes,misty,26.8,30.4,75.5,15.9,4127
2012-06-02,summer,no,no,clear,23.9,28.3,54.9,12.5,8120
2012-06-03,summer,no,no,clear,24.7,28.8,49.3,12.3,7641
2012-06-04,summer,no,yes,clear,24.5,28.9,48.7,19.1,6998
2012-06-05,summer,no,yes,misty,22.2,26.3,61.3,14.0,7001
2012-06-06,summer,no,yes,clear,22.7,27.1,61.1,5.2,7055
2012-06-07,summer,no,yes,clear,24.7,28.5,56.7,10.5,7494
2012-06-08,summer,no,yes,clear,26.6,29.9,46.8,11.8,7736
2012-06-09,summer,no,no,clear,29.1,32.4,43.7,9.7,7498
2012-06-10,summer,no,no,clear,29.8,33.2,53.8,9.0,6598
2012-06-11,summer,no,yes,misty,29.6,33.0,58.8,13.9,6664
2012-06-12,summer,no,yes,misty,26.8,29.9,83.3,14.4,4972
2012-06-13,summer,no,yes,clear,26.9,30.6,58.2,23.0,7421
2012-06-14,summer,no,yes,clear,26.6,31.2,57.0,17.0,7363
2012-06-15,summer,no,yes,clear,26.2,30.0,59.0,11.8,7665
2012-06-16,summer,no,no,clear,25.9,29.7,50.4,11.2,7702
2012-06-17,summer,no,no,clear,24.3,28.6,59.9,9.7,6978
2012-06-18,summer,no,yes,misty,23.3,27.2,77.8,11.7,5099
2012-06-19,summer,no,yes,clear,28.2,32.7,69.0,9.9,6825
2012-06-20,summer,no,yes,clear,32.1,36.0,59.2,7.6,6211
2012-06-21,fall,no,yes,clear,33.0,37.6,56.8,8.0,5905
2012-06-22,fall,no,yes,clear,31.9,36.2,57.4,12.3,5823
2012-06-23,fall,no,no,clear,30.0,32.6,53.5,12.0,7458
2012-06-24,fall,no,no,clear,30.5,33.7,47.9,9.8,6891
2012-06-25,fall,no,yes,clear,29.3,32.7,50.4,20.1,6779
2012-06-26,fall,no,yes,clear,25.9,29.7,37.3,23.3,7442
2012-06-27,fall,no,yes,clear,28.6,32.0,36.0,18.2,7335
2012-06-28,fall,no,yes,clear,30.7,33.8,42.2,11.5,6879
2012-06-29,fall,no,yes,clear,34.2,39.3,48.9,11.1,5463
2012-06-30,fall,no,no,clear,31.4,34.4,60.1,10.8,5687
2012-07-01,fall,no,no,clear,33.4,37.5,51.9,11.3,5531
2012-07-02,fall,no,yes,clear,32.0,35.1,44.7,13.1,6227
2012-07-03,fall,no,yes,clear,32.0,35.1,49.2,8.5,6660
2012-07-04,fall,yes,no,clear,32.4,36.6,53.9,9.0,7403
2012-07-05,fall,no,yes,clear,33.9,38.1,45.8,13.0,6241
2012-07-06,fall,no,yes,clear,34.0,37.6,45.1,9.8,6207
2012-07-07,fall,no,no,clear,35.3,40.2,49.2,11.0,4840
2012-07-08,fall,no,no,clear,33.7,39.5,57.4,8.4,4672
2012-07-09,fall,no,yes,misty,29.1,32.7,68.3,12.1,6569
2012-07-10,fall,no,yes,misty,29.6,33.2,66.8,10.2,6290
2012-07-11,fall,no,yes,clear,29.4,32.5,63.3,10.2,7264
2012-07-12,fall,no,yes,clear,29.3,32.7,53.0,9.8,7446
2012-07-13,fall,no,yes,misty,30.0,33.4,48.6,5.4,7499
2012-07-14,fall,no,no,misty,28.8,33.3,69.9,9.6,6969
2012-07-15,fall,no,no,clear,30.6,35.3,71.8,11.2,6031
2012-07-16,fall,no,yes,clear,31.3,36.2,64.5,11.0,6830
2012-07-17,fall,no,yes,clear,33.6,37.8,50.6,7.7,6786
2012-07-18,fall,no,yes,clear,32.5,37.3,57.7,9.2,5713
2012-07-19,fall,no,yes,clear,31.6,35.7,60.0,11.1,6591
2012-07-20,fall,no,yes,misty,27.3,30.7,84.4,14.0,5870
2012-07-21,fall,no,no,light rain or snow,24.4,27.5,86.5,14.3,4459
2012-07-22,fall,no,no,misty,27.4,31.2,76.2,6.3,7410
2012-07-23,fall,no,yes,clear,30.4,34.5,69.4,9.3,6966
2012-07-24,fall,no,yes,clear,30.8,35.3,65.5,14.2,7592
2012-07-25,fall,no,yes,clear,29.7,32.7,45.0,11.0,8173
2012-07-26,fall,no,yes,clear,31.8,37.0,59.7,19.1,6861
2012-07-27,fall,no,yes,clear,32.0,36.7,59.5,10.3,6904
2012-07-28,fall,no,no,clear,31.0,34.9,61.3,10.5,6685
2012-07-29,fall,no,no,clear,29.6,33.4,62.4,11.4,6597
2012-07-30,fall,no,yes,clear,30.0,34.2,66.9,10.3,7105
2012-07-31,fall,no,yes,clear,29.2,33.1,70.4,11.1,7216
2012-08-01,fall,no,yes,clear,29.4,33.4,67.8,9.5,7580
2012-08-02,fall,no,yes,clear,30.9,35.4,66.0,8.7,7261
2012-08-03,fall,no,yes,misty,31.4,36.1,64.2,14.5,7175
2012-08-04,fall,no,no,clear,32.5,37.6,61.3,17.2,6824
2012-08-05,fall,no,no,clear,31.5,36.6,65.2,19.5,5464
2012-08-06,fall,no,yes,misty,30.9,35.5,65.4,8.7,7013
2012-08-07,fall,no,yes,misty,30.2,34.9,70.4,7.8,7273
2012-08-08,fall,no,yes,misty,30.8,35.4,67.3,7.4,7534
2012-08-09,fall,no,yes,clear,31.0,35.0,62.0,10.5,7286
2012-08-10,fall,no,yes,misty,29.3,33.4,71.6,16.0,5786
2012-08-11,fall,no,no,misty,28.4,31.9,73.3,13.8,6299
2012-08-12,fall,no,no,clear,28.7,32.2,53.0,8.2,6544
2012-08-13,fall,no,yes,clear,29.6,33.1,54.5,9.1,6883
2012-08-14,fall,no,yes,clear,29.8,33.8,68.7,11.3,6784
2012-08-15,fall,no,yes,clear,29.0,32.7,62.0,11.4,7347
2012-08-16,fall,no,yes,clear,29.5,32.7,51.9,9.5,7605
2012-08-17,fall,no,yes,clear,29.7,12.1,57.1,15.5,7148
2012-08-18,fall,no,no,clear,27.8,30.9,60.3,11.9,7865
2012-08-19,fall,no,no,misty,26.1,30.2,71.2,5.8,4549
2012-08-20,fall,no,yes,misty,26.1,29.8,73.4,8.7,6530
2012-08-21,fall,no,yes,clear,26.6,30.1,67.4,4.9,7006
2012-08-22,fall,no,yes,clear,27.4,31.1,67.7,4.7,7375
2012-08-23,fall,no,yes,clear,28.5,31.9,63.6,5.7,7765
2012-08-24,fall,no,yes,misty,28.8,32.4,61.5,4.8,7582
2012-08-25,fall,no,no,misty,27.1,30.9,71.3,16.4,6053
2012-08-26,fall,no,no,misty,26.8,29.8,84.6,15.3,5255
2012-08-27,fall,no,yes,clear,28.8,32.7,73.0,8.6,6917
2012-08-28,fall,no,yes,clear,29.9,33.3,62.0,12.8,7040
2012-08-29,fall,no,yes,clear,28.1,31.8,55.2,7.5,7697
2012-08-30,fall,no,yes,clear,29.0,32.6,59.0,5.2,7713
2012-08-31,fall,no,yes,clear,31.3,34.5,58.8,11.3,7350
2012-09-01,fall,no,no,misty,30.9,35.1,63.8,7.6,6140
2012-09-02,fall,no,no,misty,28.6,32.4,81.5,4.3,5810
2012-09-03,fall,yes,no,clear,29.0,33.1,79.1,10.1,6034
2012-09-04,fall,no,yes,clear,29.8,34.3,75.5,15.8,6864
2012-09-05,fall,no,yes,clear,30.2,35.4,74.1,12.6,7112
2012-09-06,fall,no,yes,misty,28.6,32.8,81.0,9.5,6203
2012-09-07,fall,no,yes,clear,28.8,32.9,73.6,11.5,7504
2012-09-08,fall,no,no,misty,27.0,30.6,79.9,18.8,5976
2012-09-09,fall,no,no,clear,25.0,28.9,54.8,15.0,8227
2012-09-10,fall,no,yes,clear,23.9,28.3,50.4,17.3,7525
2012-09-11,fall,no,yes,clear,23.7,27.7,52.0,6.2,7767
2012-09-12,fall,no,yes,clear,24.6,28.5,57.7,8.8,7870
2012-09-13,fall,no,yes,clear,25.1,29.0,63.7,5.5,7804
2012-09-14,fall,no,yes,clear,26.0,29.7,67.2,7.0,8009
2012-09-15,fall,no,no,clear,24.9,29.3,50.2,16.6,8714
2012-09-16,fall,no,no,clear,23.8,28.2,57.0,6.0,7333
2012-09-17,fall,no,yes,misty,23.8,27.7,73.5,10.2,6869
2012-09-18,fall,no,yes,misty,25.6,28.3,87.2,24.0,4073
2012-09-19,fall,no,yes,clear,22.7,27.0,53.7,14.4,7591
2012-09-20,fall,no,yes,clear,22.4,26.6,61.8,7.9,7720
2012-09-21,fall,no,yes,clear,24.6,28.6,66.9,10.3,8167
2012-09-22,fall,no,no,clear,26.6,30.5,64.7,19.0,8395
2012-09-23,winter,no,no,clear,21.7,25.9,46.7,15.0,7907
2012-09-24,winter,no,yes,clear,21.1,25.1,49.3,9.5,7436
2012-09-25,winter,no,yes,clear,22.6,27.2,57.0,15.8,7538
2012-09-26,winter,no,yes,clear,26.0,29.8,63.1,16.4,7733
2012-09-27,winter,no,yes,misty,26.6,30.4,69.1,9.0,7393
2012-09-28,winter,no,yes,misty,25.4,29.3,69.0,11.0,7415
2012-09-29,winter,no,no,clear,22.2,26.5,54.3,15.2,8555
2012-09-30,winter,no,no,clear,21.6,25.9,58.3,9.0,6889
2012-10-01,winter,no,yes,misty,21.4,25.6,64.9,6.1,6778
2012-10-02,winter,no,yes,light rain or snow,24.2,27.1,87.2,7.0,4639
2012-10-03,winter,no,yes,misty,27.0,30.0,79.4,4.5,7572
2012-10-04,winter,no,yes,misty,27.0,30.4,72.3,7.9,7328
2012-10-05,winter,no,yes,clear,25.2,29.0,62.7,7.1,8156
2012-10-06,winter,no,no,clear,22.7,26.9,66.4,18.0,7965
2012-10-07,winter,no,no,misty,17.0,21.0,70.8,9.5,3510
2012-10-08,winter,yes,no,misty,15.7,19.4,71.0,12.7,5478
2012-10-09,winter,no,yes,misty,18.3,21.9,76.2,12.8,6392
2012-10-10,winter,no,yes,clear,21.1,25.2,63.1,12.6,7691
2012-10-11,winter,no,yes,clear,17.8,21.6,46.3,12.2,7570
2012-10-12,winter,no,yes,clear,17.9,21.7,53.9,15.8,7282
2012-10-13,winter,no,no,clear,16.1,19.6,49.5,9.8,7109
2012-10-14,winter,no,no,clear,21.4,25.4,64.0,18.7,6639
2012-10-15,winter,no,yes,misty,23.0,27.0,70.8,19.8,5875
2012-10-16,winter,no,yes,clear,19.2,23.0,55.8,12.2,7534
2012-10-17,winter,no,yes,clear,18.7,22.5,69.3,6.8,7461
2012-10-18,winter,no,yes,misty,21.4,25.6,72.8,15.9,7509
2012-10-19,winter,no,yes,misty,23.1,26.9,81.5,9.0,5424
2012-10-20,winter,no,no,clear,19.9,23.6,57.3,7.9,8090
2012-10-21,winter,no,no,clear,19.0,22.8,51.0,11.1,6824
2012-10-22,winter,no,yes,clear,20.0,24.1,56.8,5.5,7058
2012-10-23,winter,no,yes,clear,22.3,26.5,64.2,6.3,7466
2012-10-24,winter,no,yes,clear,24.1,27.9,63.6,4.9,7693
2012-10-25,winter,no,yes,misty,22.6,26.5,80.0,8.3,7359
2012-10-26,winter,no,yes,misty,22.4,26.1,80.7,8.9,7444
2012-10-27,winter,no,no,misty,21.7,25.8,72.0,15.8,7852
2012-10-28,winter,no,no,misty,19.6,23.4,69.5,26.7,4459
2012-10-29,winter,no,yes,light rain or snow,18.0,22.0,88.0,24.0,22
2012-10-30,winter,no,yes,misty,13.0,15.5,82.5,14.3,1096
2012-10-31,winter,no,yes,misty,14.7,18.1,66.7,11.2,5566
2012-11-01,winter,no,yes,misty,15.0,18.5,58.2,10.5,5986
2012-11-02,winter,no,yes,clear,14.6,17.8,52.2,17.8,5847
2012-11-03,winter,no,no,misty,14.1,16.2,49.1,18.1,5138
2012-11-04,winter,no,no,clear,13.4,16.5,53.3,12.0,5107
2012-11-05,winter,no,yes,clear,13.1,15.4,49.4,15.8,5259
2012-11-06,winter,no,yes,clear,11.5,14.1,56.7,11.6,5686
2012-11-07,winter,no,yes,misty,12.1,13.7,54.8,20.4,5035
2012-11-08,winter,no,yes,clear,14.4,17.1,33.3,23.3,5315
2012-11-09,winter,no,yes,clear,14.8,17.8,54.1,14.4,5992
2012-11-10,winter,no,no,clear,16.0,19.7,64.5,3.9,6536
2012-11-11,winter,no,no,clear,17.3,21.1,65.9,8.5,6852
2012-11-12,winter,yes,no,clear,19.9,23.8,74.2,11.6,6269
2012-11-13,winter,no,yes,misty,14.1,16.2,66.3,22.9,4094
2012-11-14,winter,no,yes,clear,11.9,14.1,55.2,13.4,5495
2012-11-15,winter,no,yes,misty,13.2,16.2,62.0,10.3,5445
2012-11-16,winter,no,yes,clear,14.1,17.4,52.5,11.5,5698
2012-11-17,winter,no,no,clear,13.3,16.3,54.5,12.0,5629
2012-11-18,winter,no,no,clear,14.0,16.9,69.3,15.3,4669
2012-11-19,winter,no,yes,misty,15.6,18.8,62.3,15.7,5499
2012-11-20,winter,no,yes,misty,15.3,19.0,68.5,5.5,5634
2012-11-21,winter,no,yes,clear,14.5,18.2,61.4,6.9,5146
2012-11-22,winter,yes,no,clear,13.9,17.5,58.0,3.5,2425
2012-11-23,winter,no,yes,clear,15.1,18.9,56.9,9.9,3910
2012-11-24,winter,no,no,clear,11.4,12.4,40.5,25.3,2277
2012-11-25,winter,no,no,clear,10.1,12.9,46.8,10.1,2424
2012-11-26,winter,no,yes,clear,12.8,17.0,53.5,3.1,5087
2012-11-27,winter,no,yes,misty,12.0,14.1,78.7,15.9,3959
2012-11-28,winter,no,yes,clear,12.2,14.5,50.6,14.1,5260
2012-11-29,winter,no,yes,clear,11.5,14.9,55.6,7.7,5323
2012-11-30,winter,no,yes,clear,12.2,16.2,65.0,3.9,5668
2012-12-01,winter,no,no,misty,12.2,15.8,80.7,4.0,5191
2012-12-02,winter,no,no,misty,14.2,18.0,82.3,8.3,4649
2012-12-03,winter,no,yes,clear,18.6,22.8,76.8,5.5,6234
2012-12-04,winter,no,yes,clear,19.5,23.5,73.4,11.7,6606
2012-12-05,winter,no,yes,clear,18.0,21.4,48.5,21.7,5729
2012-12-06,winter,no,yes,clear,10.5,12.9,50.9,11.7,5375
2012-12-07,winter,no,yes,misty,13.2,16.1,76.4,8.8,5008
2012-12-08,winter,no,no,misty,15.6,19.5,91.1,6.8,5582
2012-12-09,winter,no,no,misty,15.8,19.5,90.5,10.6,3228
2012-12-10,winter,no,yes,misty,17.9,21.8,92.5,12.8,5170
2012-12-11,winter,no,yes,misty,14.5,16.9,59.7,19.8,5501
2012-12-12,winter,no,yes,misty,12.2,14.9,53.8,10.9,5319
2012-12-13,winter,no,yes,clear,12.1,14.7,48.6,11.7,5532
2012-12-14,winter,no,yes,clear,11.5,14.7,64.3,8.8,5611
2012-12-15,winter,no,no,clear,13.3,16.9,65.0,7.1,5047
2012-12-16,winter,no,no,misty,14.9,18.5,83.9,6.7,3786
2012-12-17,winter,no,yes,misty,16.1,20.1,90.7,6.6,4585
2012-12-18,winter,no,yes,clear,16.8,20.5,66.6,14.8,5557
2012-12-19,winter,no,yes,clear,13.6,17.1,62.5,12.3,5267
2012-12-20,winter,no,yes,misty,13.5,16.8,66.8,8.9,4128
2012-12-21,spring,no,yes,misty,13.4,15.1,55.7,25.1,3623
2012-12-22,spring,no,no,clear,10.9,11.8,44.1,27.3,1749
2012-12-23,spring,no,no,clear,10.1,13.0,51.5,8.9,1787
2012-12-24,spring,no,yes,misty,9.5,12.9,79.1,5.2,920
2012-12-25,spring,yes,no,misty,11.9,14.7,73.5,11.3,1013
2012-12-26,spring,no,yes,light rain or snow,10.0,11.0,82.3,21.2,441
2012-12-27,spring,no,yes,misty,10.4,11.3,65.3,23.5,2114
2012-12-28,spring,no,yes,misty,10.4,12.8,59.0,10.4,3095
2012-12-29,spring,no,no,misty,10.4,12.1,75.3,8.3,1341
2012-12-30,spring,no,no,clear,10.5,11.6,48.3,23.5,1796
2012-12-31,spring,no,yes,misty,8.8,11.2,57.8,10.4,2729
